Time,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39
4.961667,1.050856,1.071295,1.061716,1.053085,1.052799,1.071287,1.053699,1.091891,1.097692,1.013655,0.998803,0.998519,1.008108,1.008954,1.077599,1.063148,1.044868,1.082766,1.006102
4.971667,1.050746,1.071227,1.061699,1.052947,1.052264,1.070598,1.053142,1.090997,1.096775,1.013045,0.998564,0.998438,1.00817,1.009269,1.077476,1.063332,1.044344,1.081912,1.006035
4.981667,1.050527,1.071036,1.061549,1.052711,1.051756,1.069874,1.05254,1.090034,1.09578,1.012429,0.998383,0.998358,1.008043,1.009444,1.077243,1.063345,1.043824,1.080968,1.006003
4.991667,1.050397,1.07093,1.061493,1.052569,1.051314,1.069202,1.052005,1.089083,1.094785,1.011846,0.99827,0.998339,1.008088,1.009674,1.077073,1.063483,1.043355,1.080003,1.005988
5.001667,1.050261,1.070815,1.061428,1.052423,1.050908,1.068536,1.051477,1.088112,1.093762,1.011276,0.99821,0.998348,1.008093,1.009879,1.076899,1.063608,1.042912,1.078998,1.005992
5.011667,1.050149,1.070717,1.061381,1.052306,1.050547,1.067893,1.050979,1.087136,1.092726,1.010726,0.998202,0.998392,1.008148,1.010087,1.076735,1.063755,1.042502,1.077964,1.006016
5.021667,1.05005,1.070629,1.061345,1.052207,1.050228,1.067271,1.050503,1.086155,1.091677,1.010193,0.998244,0.998468,1.008211,1.010288,1.076579,1.063914,1.042122,1.076903,1.006059
5.031667,1.049969,1.070554,1.061322,1.05213,1.049952,1.066673,1.050057,1.085173,1.09062,1.009679,0.998334,0.998573,1.008304,1.010489,1.076432,1.064088,1.041774,1.075822,1.00612
5.041667,1.049905,1.070491,1.061311,1.052075,1.049719,1.0661,1.049638,1.084194,1.08956,1.009184,0.998468,0.998707,1.008416,1.01069,1.076294,1.064277,1.041457,1.074723,1.006198
5.051667,1.049857,1.070441,1.061313,1.052041,1.049528,1.065553,1.049248,1.083221,1.088499,1.008707,0.998643,0.998868,1.008552,1.010894,1.076165,1.064479,1.04117,1.073613,1.006294
5.061667,1.049826,1.070401,1.061327,1.052027,1.049378,1.065035,1.048888,1.082258,1.087443,1.008249,0.998855,0.999053,1.008711,1.011101,1.076046,1.064695,1.040914,1.072494,1.006405
5.071667,1.049808,1.070372,1.061351,1.052032,1.049267,1.064545,1.048558,1.081308,1.086395,1.007808,0.999101,0.99926,1.008891,1.011312,1.075934,1.064922,1.040687,1.071372,1.006532
5.081667,1.049804,1.070352,1.061385,1.052055,1.049194,1.064084,1.048258,1.080374,1.085357,1.007385,0.999376,0.999486,1.009092,1.011528,1.075831,1.065161,1.040489,1.070251,1.006672
5.091667,1.04981,1.070339,1.061426,1.052092,1.049157,1.063652,1.047986,1.079458,1.084333,1.006977,0.999676,0.999727,1.009311,1.011748,1.075733,1.065408,1.040317,1.069133,1.006825
5.101667,1.049824,1.070331,1.061471,1.052142,1.049152,1.063248,1.047741,1.078561,1.083326,1.006584,0.999996,0.99998,1.009547,1.011971,1.07564,1.065662,1.040171,1.068024,1.006989
5.111667,1.049843,1.070324,1.061518,1.052199,1.049178,1.062871,1.047521,1.077687,1.082338,1.006204,1.000331,1.000242,1.009796,1.012198,1.075549,1.06592,1.040048,1.066926,1.007162
5.121667,1.049863,1.070317,1.061564,1.052262,1.049231,1.06252,1.047323,1.076835,1.081371,1.005837,1.000677,1.000509,1.010056,1.012424,1.075458,1.06618,1.039947,1.065842,1.007343
5.131667,1.049879,1.070304,1.061604,1.052325,1.049308,1.062193,1.047146,1.076007,1.080427,1.005479,1.001028,1.000776,1.010323,1.01265,1.075364,1.066437,1.039864,1.064776,1.00753
5.141667,1.049888,1.070283,1.061635,1.052383,1.049405,1.061888,1.046985,1.075204,1.079507,1.00513,1.001379,1.00104,1.010592,1.012871,1.075263,1.06669,1.039798,1.063728,1.007722
5.151667,1.049885,1.070248,1.061653,1.052432,1.049518,1.061603,1.046838,1.074425,1.078612,1.004786,1.001725,1.001295,1.01086,1.013085,1.075154,1.066933,1.039746,1.062702,1.007916
5.161667,1.049865,1.070196,1.061652,1.052467,1.049643,1.061334,1.0467,1.073671,1.077741,1.004447,1.002062,1.001539,1.01112,1.013288,1.075031,1.067162,1.039704,1.061699,1.008111
5.171667,1.049821,1.070121,1.061628,1.052481,1.049775,1.061078,1.046567,1.07294,1.076896,1.004109,1.002383,1.001765,1.01137,1.013476,1.074892,1.067374,1.039669,1.06072,1.008305
5.181667,1.04975,1.070019,1.061576,1.052468,1.04991,1.060832,1.046434,1.072232,1.076076,1.00377,1.002684,1.00197,1.011602,1.013646,1.074731,1.067563,1.039639,1.059767,1.008496
5.191667,1.049645,1.069884,1.061491,1.052424,1.050044,1.060591,1.046296,1.071545,1.075281,1.003427,1.002959,1.002149,1.011811,1.013792,1.074545,1.067725,1.03961,1.058839,1.008682
5.201667,1.0495,1.069712,1.061367,1.052341,1.050171,1.060352,1.046149,1.070878,1.074508,1.003079,1.003205,1.002297,1.011992,1.013909,1.07433,1.067856,1.039578,1.057937,1.008861
5.211667,1.04931,1.069497,1.061198,1.052213,1.050286,1.060111,1.045988,1.070228,1.073757,1.002722,1.003415,1.00241,1.012139,1.013994,1.074081,1.067949,1.03954,1.057061,1.009031
5.221667,1.049068,1.069233,1.060981,1.052036,1.050385,1.059863,1.045806,1.069593,1.073026,1.002354,1.003585,1.002483,1.012245,1.01404,1.073793,1.068001,1.039492,1.056211,1.009191
5.231667,1.04877,1.068916,1.060709,1.051801,1.050463,1.059603,1.045599,1.06897,1.072313,1.001973,1.003711,1.002513,1.012306,1.014043,1.073464,1.068006,1.039431,1.055384,1.009338
5.241667,1.04841,1.068541,1.060377,1.051504,1.050515,1.059327,1.045361,1.068357,1.071616,1.001575,1.003788,1.002494,1.012315,1.013998,1.073087,1.06796,1.039353,1.054581,1.009471
5.251667,1.047982,1.068103,1.05998,1.05114,1.050537,1.059031,1.045088,1.06775,1.070931,1.001159,1.003812,1.002423,1.012266,1.013899,1.072659,1.067858,1.039255,1.053799,1.009587
5.261667,1.047482,1.067596,1.059515,1.050702,1.050524,1.05871,1.044774,1.067147,1.070257,1.000721,1.003779,1.002297,1.012154,1.013743,1.072176,1.067696,1.039133,1.053038,1.009686
5.271667,1.046895,1.067006,1.058963,1.050176,1.050476,1.058371,1.044421,1.066565,1.069614,1.000264,1.003674,1.0021,1.011957,1.013511,1.071624,1.067452,1.038986,1.052319,1.009764
5.281667,1.04621,1.066326,1.058319,1.049552,1.050366,1.057962,1.043986,1.065928,1.068921,0.999764,1.003497,1.001826,1.011685,1.013208,1.070998,1.067132,1.038787,1.051563,1.009822
5.291667,1.045439,1.065565,1.057594,1.048839,1.050208,1.057513,1.043495,1.065284,1.068229,0.999237,1.00325,1.001484,1.011334,1.012832,1.070306,1.066739,1.038555,1.05082,1.009857
5.301667,1.044579,1.064721,1.056783,1.048034,1.049999,1.057022,1.042944,1.064627,1.067532,0.998682,1.00293,1.001073,1.010902,1.012381,1.069545,1.06627,1.038288,1.050086,1.009867
5.311667,1.043625,1.063789,1.055883,1.047134,1.049735,1.056483,1.042329,1.063954,1.066829,0.998096,1.002534,1.000589,1.010384,1.011852,1.068712,1.065722,1.037982,1.049359,1.009852
5.321667,1.042577,1.062769,1.054893,1.046137,1.049412,1.055894,1.041646,1.063263,1.066115,0.997478,1.002058,1.000029,1.009777,1.011241,1.067805,1.065092,1.037634,1.048636,1.009811
5.331667,1.041432,1.061658,1.053811,1.04504,1.049028,1.05525,1.040892,1.062549,1.065387,0.996825,1.001501,0.999392,1.00908,1.010548,1.066823,1.064379,1.037242,1.047915,1.009742
5.341667,1.04019,1.060456,1.052636,1.043843,1.048581,1.05455,1.040066,1.06181,1.064643,0.996138,1.00086,0.998677,1.00829,1.009771,1.065765,1.063581,1.036804,1.047192,1.009644
5.351667,1.03885,1.059164,1.051367,1.042546,1.048069,1.053793,1.039167,1.061044,1.063881,0.995414,1.000133,0.997883,1.007407,1.008909,1.06463,1.062697,1.036319,1.046467,1.009519
5.361667,1.037415,1.05778,1.050007,1.041149,1.047492,1.052975,1.038192,1.060249,1.063097,0.994656,0.99932,0.997009,1.006431,1.007964,1.063419,1.061727,1.035785,1.045735,1.009365
5.371667,1.035885,1.056308,1.048556,1.039655,1.046848,1.052098,1.037143,1.059422,1.062291,0.993861,0.99842,0.996055,1.005363,1.006935,1.062133,1.060674,1.035201,1.044996,1.009182
5.381667,1.034264,1.054749,1.047017,1.038066,1.046139,1.05116,1.03602,1.058563,1.06146,0.993032,0.997433,0.995023,1.004204,1.005825,1.060773,1.059537,1.034569,1.044247,1.00897
5.391667,1.032554,1.053107,1.045392,1.036384,1.045365,1.050162,1.034824,1.05767,1.060603,0.992168,0.996358,0.993912,1.002957,1.004636,1.059342,1.058319,1.033888,1.043487,1.00873
5.401667,1.03076,1.051385,1.043687,1.034615,1.044527,1.049104,1.033557,1.056742,1.059719,0.991271,0.995197,0.992726,1.001626,1.003372,1.057842,1.057024,1.033157,1.042714,1.008462
5.411667,1.028887,1.049588,1.041904,1.032763,1.043626,1.047989,1.032222,1.05578,1.058807,0.990343,0.993951,0.991466,1.000214,1.002036,1.056276,1.055654,1.03238,1.041927,1.008167
5.421667,1.026939,1.04772,1.04005,1.030833,1.042666,1.046819,1.030822,1.054784,1.057867,0.989384,0.99262,0.990135,0.998726,1.000633,1.054649,1.054214,1.031556,1.041124,1.007846
5.431667,1.024924,1.045788,1.03813,1.028833,1.041648,1.045595,1.029361,1.053753,1.056899,0.988396,0.991208,0.988735,0.997167,0.999168,1.052966,1.052709,1.030688,1.040306,1.007499
5.441667,1.022848,1.043798,1.03615,1.026768,1.040576,1.04432,1.027842,1.05269,1.055904,0.987383,0.989717,0.98727,0.995543,0.997647,1.051231,1.051144,1.029777,1.039471,1.007128
5.451667,1.020719,1.041757,1.034119,1.024646,1.039453,1.042999,1.026272,1.051595,1.054881,0.986346,0.988149,0.985744,0.993862,0.996078,1.049449,1.049526,1.028826,1.03862,1.006733
5.461667,1.018544,1.039671,1.032043,1.022476,1.038284,1.041635,1.024654,1.050471,1.053833,0.985287,0.986508,0.984161,0.992129,0.994466,1.047628,1.04786,1.027838,1.037751,1.006318
5.471667,1.016293,1.037516,1.029895,1.020227,1.037053,1.040205,1.022964,1.049292,1.052736,0.984195,0.984795,0.982511,0.990322,0.992798,1.045748,1.046128,1.026802,1.036847,1.005883
5.481667,1.014137,1.035446,1.027837,1.018068,1.035848,1.038828,1.021338,1.048168,1.051692,0.983131,0.983058,0.98088,0.988612,0.991185,1.043931,1.044472,1.025788,1.035987,1.005435
5.491667,1.011893,1.033293,1.02569,1.015819,1.034575,1.037377,1.019631,1.046983,1.050592,0.982032,0.981238,0.97917,0.986769,0.989502,1.042044,1.042716,1.024716,1.035086,1.00497
5.501667,1.009646,1.031134,1.023539,1.013564,1.033275,1.035905,1.017907,1.04578,1.049475,0.980924,0.979361,0.977425,0.984936,0.987814,1.040146,1.040948,1.02362,1.03417,1.004488
5.511667,1.007387,1.028965,1.021376,1.011295,1.031947,1.034407,1.016159,1.044553,1.048335,0.979806,0.977431,0.975642,0.983071,0.986116,1.038236,1.039163,1.022499,1.033237,1.003993
5.521667,1.005135,1.026799,1.019217,1.00903,1.030598,1.032893,1.0144,1.043309,1.047179,0.978683,0.975453,0.97383,0.981208,0.984423,1.036324,1.037371,1.021358,1.032288,1.003487
5.531667,1.002895,1.024644,1.017069,1.006774,1.029232,1.031367,1.012635,1.04205,1.046007,0.977558,0.973434,0.971995,0.979345,0.982742,1.034418,1.035582,1.0202,1.031326,1.00297
5.541667,1.000678,1.022511,1.014943,1.00454,1.027856,1.029835,1.010872,1.040781,1.044824,0.976435,0.971379,0.970143,0.977495,0.981081,1.032525,1.033804,1.01903,1.030351,1.002446
5.551667,0.998494,1.020407,1.012847,1.002335,1.026475,1.028303,1.009118,1.039503,1.043631,0.975316,0.969295,0.968279,0.975665,0.97945,1.030654,1.032045,1.017853,1.029365,1.001916
5.561667,0.99635,1.018341,1.010789,1.000169,1.025093,1.026776,1.007379,1.038222,1.042432,0.974205,0.96719,0.96641,0.973864,0.977857,1.028811,1.030314,1.016671,1.02837,1.001382
5.571667,0.994257,1.016322,1.00878,0.998051,1.023717,1.025259,1.005662,1.03694,1.04123,0.973106,0.96507,0.964543,0.972099,0.97631,1.027003,1.028618,1.015488,1.027368,1.000845
5.581667,0.992265,1.014397,1.006865,0.996032,1.022369,1.02378,1.004002,1.035674,1.040037,0.972035,0.962954,0.9627,0.970408,0.97485,1.025269,1.026993,1.01432,1.026365,1.000312
5.591667,0.990252,1.012452,1.004929,0.993993,1.021017,1.022294,1.002332,1.034407,1.038845,0.970971,0.960843,0.960858,0.968682,0.973374,1.023519,1.025345,1.013154,1.025366,0.999782
5.601667,0.988425,1.010684,1.003177,0.992135,1.019709,1.020871,1.000761,1.033163,1.037664,0.969937,0.958735,0.959053,0.967142,0.972068,1.021911,1.023863,1.012006,1.02436,0.999256
5.611667,0.986637,1.008951,1.001458,0.990316,1.018429,1.019477,0.999225,1.031942,1.036505,0.968935,0.956665,0.957284,0.965608,0.970793,1.020331,1.022397,1.010883,1.02337,0.998741
5.621667,0.984943,1.007308,0.99983,0.98859,1.017184,1.018125,0.997746,1.030742,1.035362,0.967962,0.954624,0.955552,0.964148,0.969604,1.018825,1.021008,1.009782,1.022387,0.998235
5.631667,0.983352,1.005763,0.998302,0.986966,1.015977,1.016819,0.996333,1.029569,1.034239,0.967021,0.95262,0.953865,0.962774,0.968509,1.017399,1.019704,1.008707,1.021412,0.997741
5.641667,0.981868,1.004319,0.996877,0.985447,1.014813,1.015564,0.994987,1.028423,1.033137,0.966115,0.950661,0.952227,0.961488,0.967509,1.016057,1.018488,1.007661,1.020447,0.997261
5.651667,0.980493,1.00298,0.995558,0.984037,1.013695,1.014361,0.993713,1.027308,1.032058,0.965246,0.948754,0.950643,0.96029,0.966608,1.014801,1.017361,1.006646,1.019493,0.996795
5.661667,0.979231,1.001748,0.994348,0.982738,1.012627,1.013213,0.992513,1.026223,1.031005,0.964415,0.946907,0.949119,0.959184,0.965808,1.013635,1.016328,1.005666,1.018552,0.996347
5.671667,0.978085,1.000627,0.993251,0.981556,1.01161,1.012124,0.991391,1.025173,1.029977,0.963625,0.945127,0.947659,0.958172,0.965113,1.012561,1.01539,1.004722,1.017623,0.995917
5.681667,0.977057,0.999619,0.992268,0.98049,1.010648,1.011095,0.990348,1.024157,1.028978,0.962878,0.94342,0.946268,0.957256,0.964524,1.011582,1.014551,1.003817,1.016709,0.995506
5.691667,0.976149,0.998725,0.991401,0.979545,1.009742,1.010128,0.989387,1.023178,1.028007,0.962174,0.941792,0.944948,0.956437,0.964041,1.010699,1.013812,1.002952,1.01581,0.995117
5.701667,0.975362,0.997948,0.990652,0.97872,1.008896,1.009225,0.988508,1.022237,1.027067,0.961516,0.94025,0.943706,0.955716,0.963665,1.009914,1.013174,1.00213,1.014926,0.994751
5.711667,0.974696,0.997286,0.99002,0.978017,1.00811,1.008386,0.987714,1.021333,1.026157,0.960903,0.938798,0.942542,0.955094,0.963397,1.009227,1.012639,1.001351,1.014059,0.994408
5.721667,0.974152,0.996741,0.989507,0.977436,1.007386,1.007613,0.987004,1.020469,1.025279,0.960338,0.937443,0.941462,0.954569,0.963235,1.008639,1.012206,1.000618,1.013209,0.994091
5.731667,0.973728,0.996312,0.98911,0.976975,1.006725,1.006906,0.986379,1.019645,1.024433,0.95982,0.936189,0.940466,0.954142,0.963178,1.008149,1.011875,0.99993,1.012377,0.993799
5.741667,0.973424,0.995997,0.98883,0.976634,1.006127,1.006265,0.985838,1.01886,1.023619,0.959351,0.935039,0.939559,0.953811,0.963225,1.007758,1.011646,0.999289,1.011562,0.993534
5.751667,0.973237,0.995795,0.988663,0.976412,1.005593,1.005689,0.98538,1.018115,1.022837,0.95893,0.933998,0.938741,0.953574,0.963373,1.007462,1.011517,0.998696,1.010765,0.993297
5.761667,0.973165,0.995704,0.988609,0.976305,1.005123,1.005178,0.985005,1.017409,1.022087,0.958558,0.933068,0.938013,0.95343,0.963619,1.007262,1.011486,0.99815,1.009986,0.993087
5.771667,0.973205,0.99572,0.988664,0.976311,1.004716,1.004732,0.984711,1.016743,1.021369,0.958234,0.932251,0.937378,0.953375,0.96396,1.007155,1.011552,0.997651,1.009226,0.992907
5.781667,0.973355,0.995842,0.988825,0.976427,1.004372,1.004348,0.984495,1.016115,1.020683,0.957959,0.93155,0.936836,0.953407,0.964393,1.007138,1.011712,0.9972,1.008483,0.992756
5.791667,0.973609,0.996065,0.989089,0.976649,1.004091,1.004027,0.984356,1.015525,1.020028,0.957732,0.930966,0.936388,0.953522,0.964912,1.007209,1.011963,0.996796,1.007759,0.992634
5.801667,0.973964,0.996386,0.989451,0.976974,1.003871,1.003765,0.984292,1.014973,1.019405,0.957552,0.930498,0.936032,0.953718,0.965515,1.007364,1.012301,0.996439,1.007053,0.992542
5.811667,0.974416,0.9968,0.989908,0.977396,1.00371,1.003561,0.984299,1.014458,1.018811,0.957419,0.930148,0.93577,0.95399,0.966196,1.007601,1.012723,0.996128,1.006366,0.99248
5.821667,0.974961,0.997303,0.990454,0.977913,1.003609,1.003414,0.984376,1.013978,1.018248,0.957332,0.929915,0.9356,0.954335,0.96695,1.007916,1.013225,0.995862,1.005696,0.992448
5.831667,0.975592,0.99789,0.991086,0.978517,1.003564,1.00332,0.984518,1.013533,1.017714,0.95729,0.929797,0.935521,0.954748,0.967773,1.008305,1.013804,0.99564,1.005045,0.992445
5.841667,0.976306,0.998557,0.991798,0.979206,1.003574,1.003279,0.984722,1.013123,1.017209,0.957292,0.929792,0.935532,0.955226,0.968659,1.008763,1.014454,0.995461,1.004413,0.992472
5.851667,0.977096,0.999298,0.992585,0.979973,1.003637,1.003288,0.984987,1.012746,1.016732,0.957336,0.9299,0.935632,0.955763,0.969604,1.009288,1.015172,0.995324,1.003799,0.992527
5.861667,0.977958,1.000109,0.993442,0.980814,1.003751,1.003345,0.985307,1.012401,1.016284,0.957422,0.930116,0.935819,0.956356,0.970601,1.009874,1.015953,0.995228,1.003204,0.992611
5.871667,0.978894,1.000988,0.994368,0.98173,1.003926,1.003463,0.985695,1.012109,1.015884,0.957557,0.930428,0.93609,0.957007,0.971647,1.010517,1.016793,0.995183,1.002647,0.99272
5.881667,0.979745,1.0018,0.995226,0.982558,1.004014,1.003472,0.985975,1.011699,1.015368,0.957627,0.930718,0.936307,0.957593,0.972653,1.011116,1.01759,0.995062,1.001989,0.992827
5.891667,0.9807,1.002706,0.996178,0.983495,1.004193,1.003571,0.986353,1.011362,1.014919,0.957773,0.931144,0.93665,0.958268,0.973722,1.011793,1.018462,0.995016,1.001381,0.992965
5.901667,0.981709,1.003665,0.997184,0.984487,1.004416,1.003711,0.986776,1.011058,1.0145,0.957954,0.931671,0.937072,0.958977,0.974824,1.012517,1.019385,0.995007,1.000796,0.993131
5.911667,0.982767,1.00467,0.998237,0.98553,1.004682,1.003891,0.987244,1.010787,1.014111,0.958173,0.932289,0.937572,0.959726,0.975955,1.013283,1.02035,0.995034,1.000235,0.993321
5.921667,0.983869,1.005719,0.999333,0.986619,1.004989,1.00411,0.987753,1.010549,1.013753,0.958425,0.932997,0.938147,0.960506,0.977112,1.014087,1.021355,0.995095,0.999698,0.993535
5.931667,0.985011,1.006805,1.000467,0.98775,1.005335,1.004366,0.9883,1.010345,1.013427,0.958712,0.933789,0.938794,0.961317,0.978289,1.014926,1.022394,0.99519,0.999189,0.993773
5.941667,0.986189,1.007926,1.001636,0.988918,1.005717,1.004658,0.988884,1.010174,1.013135,0.959031,0.934661,0.93951,0.962153,0.979484,1.015797,1.023465,0.995317,0.998707,0.994032
5.951667,0.987396,1.009076,1.002834,0.99012,1.006134,1.004985,0.989501,1.010039,1.012876,0.95938,0.935607,0.940292,0.963012,0.980692,1.016694,1.024563,0.995475,0.998256,0.994313
5.961667,0.988631,1.010252,1.004057,0.991349,1.006584,1.005345,0.99015,1.009939,1.012653,0.95976,0.936623,0.941137,0.963891,0.98191,1.017616,1.025684,0.995663,0.997837,0.994614
5.971667,0.989887,1.011449,1.005302,0.992604,1.007065,1.005737,0.990828,1.009876,1.012466,0.960168,0.937702,0.942041,0.964786,0.983134,1.018558,1.026826,0.99588,0.997453,0.994934
5.981667,0.991163,1.012664,1.006564,0.993879,1.007574,1.00616,0.991533,1.00985,1.012318,0.960603,0.938839,0.943,0.965694,0.984362,1.019517,1.027984,0.996124,0.997105,0.995271
5.991667,0.992452,1.013893,1.00784,0.99517,1.008111,1.006614,0.992264,1.009863,1.01221,0.961064,0.940028,0.944011,0.966614,0.985591,1.020491,1.029156,0.996395,0.996796,0.995624
6.001667,0.993753,1.015132,1.009126,0.996475,1.008672,1.007097,0.993019,1.009916,1.012143,0.961549,0.941263,0.94507,0.967542,0.986818,1.021475,1.030337,0.99669,0.996527,0.995992
6.011667,0.995061,1.016379,1.010419,0.997789,1.009256,1.007609,0.993795,1.010009,1.01212,0.962057,0.942539,0.946173,0.968476,0.98804,1.022467,1.031526,0.99701,0.996302,0.996373
6.021667,0.996374,1.017629,1.011715,0.99911,1.009862,1.008149,0.994593,1.010145,1.012141,0.962587,0.94385,0.947316,0.969413,0.989255,1.023465,1.032718,0.997353,0.996123,0.996765
6.031667,0.997688,1.01888,1.013012,1.000434,1.010487,1.008716,0.995409,1.010324,1.012209,0.963138,0.945189,0.948494,0.970352,0.990461,1.024465,1.033913,0.997718,0.995991,0.997167
6.041667,0.999,1.02013,1.014307,1.001759,1.01113,1.009311,0.996243,1.010548,1.012326,0.963708,0.946552,0.949705,0.971291,0.991657,1.025466,1.035106,0.998104,0.99591,0.997577
6.051667,1.000308,1.021376,1.015597,1.003081,1.011789,1.009932,0.997094,1.010818,1.012492,0.964295,0.947933,0.950944,0.972227,0.99284,1.026465,1.036297,0.998509,0.995882,0.997994
6.061667,1.00161,1.022615,1.01688,1.0044,1.012462,1.01058,0.997961,1.011136,1.012711,0.964899,0.949326,0.952206,0.97316,0.99401,1.02746,1.037482,0.998932,0.995909,0.998416
6.071667,1.002904,1.023845,1.018154,1.005711,1.013148,1.011254,0.998843,1.011503,1.012984,0.965519,0.950727,0.953489,0.974088,0.995164,1.02845,1.038661,0.999374,0.995993,0.998842
6.081667,1.004194,1.025071,1.019422,1.007024,1.013864,1.01198,0.99976,1.011958,1.013351,0.966167,0.952145,0.954807,0.975013,0.996301,1.029436,1.039834,0.999848,0.996175,0.999275
6.091667,1.005499,1.026312,1.020707,1.008349,1.014583,1.012715,1.000687,1.012425,1.013733,0.966824,0.953567,0.95613,0.975959,0.997453,1.030438,1.041027,1.000328,0.996372,0.999705
6.101667,1.00673,1.027481,1.021916,1.009603,1.015284,1.013448,1.001587,1.01293,1.014161,0.967471,0.954942,0.957433,0.976837,0.998539,1.031381,1.042147,1.000804,0.996629,1.00013
6.111667,1.007978,1.028665,1.023141,1.010879,1.016024,1.014251,1.002543,1.013545,1.014707,0.968155,0.956337,0.958772,0.977739,0.999622,1.032336,1.043287,1.001321,0.997005,1.000557
6.121667,1.009219,1.029845,1.024363,1.012145,1.01675,1.015044,1.003488,1.014155,1.01525,0.968833,0.957715,0.960097,0.978643,1.000709,1.033291,1.044428,1.001829,0.997382,1.000977
6.131667,1.010413,1.030975,1.025532,1.013369,1.01749,1.015886,1.004451,1.01487,1.01591,0.969527,0.95906,0.961421,0.979503,1.00174,1.034204,1.045516,1.002362,0.997887,1.001391
6.141667,1.011606,1.032109,1.026706,1.014591,1.018215,1.016717,1.005405,1.01558,1.016567,0.970215,0.960391,0.962729,0.980374,1.00278,1.035122,1.046619,1.002883,0.998391,1.001798
6.151667,1.012764,1.033204,1.027838,1.015782,1.018963,1.01761,1.006393,1.016411,1.017357,0.970925,0.96169,0.964039,0.981214,1.003775,1.036007,1.047677,1.003437,0.99904,1.002197
6.161667,1.013908,1.034289,1.028963,1.016956,1.019683,1.018479,1.007356,1.017223,1.018131,0.971619,0.962963,0.96532,0.982053,1.004768,1.036887,1.048739,1.003969,0.999677,1.002585
6.171667,1.015026,1.035345,1.030055,1.018111,1.020433,1.019423,1.008364,1.01817,1.019052,0.97234,0.964206,0.966603,0.982871,1.005726,1.037741,1.049766,1.004539,1.000471,1.002965
6.181667,1.016118,1.036381,1.031128,1.019236,1.021144,1.020329,1.009335,1.019085,1.019945,0.973037,0.965412,0.967844,0.983677,1.006673,1.038581,1.050785,1.005077,1.001242,1.003331
6.191667,1.017195,1.037396,1.03218,1.020352,1.021891,1.021319,1.010362,1.020147,1.020996,0.973765,0.96659,0.969089,0.984472,1.007594,1.039403,1.051779,1.005659,1.002182,1.003686
6.201667,1.018235,1.038381,1.033201,1.021427,1.022591,1.022261,1.01134,1.021165,1.022006,0.974462,0.967723,0.970284,0.985244,1.008497,1.040202,1.052756,1.0062,1.003089,1.004027
6.211667,1.019269,1.039355,1.034209,1.022502,1.023331,1.023294,1.012382,1.022336,1.023183,0.975193,0.96883,0.971481,0.986016,1.009382,1.04099,1.053717,1.006788,1.00417,1.004355
6.221667,1.020256,1.040289,1.035178,1.023525,1.024017,1.02427,1.013365,1.023454,1.024309,0.975888,0.969885,0.97262,0.986755,1.01024,1.041748,1.054651,1.007329,1.005211,1.004668
6.231667,1.021247,1.04122,1.036144,1.024558,1.024746,1.025342,1.014419,1.02473,1.025606,0.97662,0.970918,0.973763,0.987502,1.01109,1.042502,1.055577,1.007918,1.006429,1.004968
6.241667,1.022182,1.042104,1.037061,1.025531,1.025415,1.026349,1.015406,1.025944,1.026843,0.977311,0.971893,0.974841,0.988208,1.011907,1.043219,1.056469,1.008455,1.007599,1.005251
6.251667,1.023128,1.042993,1.037983,1.026521,1.026128,1.027453,1.016468,1.027316,1.028252,0.978039,0.972849,0.975922,0.988932,1.012723,1.043939,1.057361,1.009041,1.008946,1.005521
6.261667,1.024011,1.043826,1.038849,1.027444,1.026778,1.028487,1.017457,1.028618,1.029592,0.978724,0.973743,0.976935,0.989607,1.013499,1.044616,1.058211,1.00957,1.010237,1.005774
6.271667,1.024913,1.044672,1.039728,1.02839,1.027472,1.029619,1.018521,1.030077,1.031101,0.979447,0.974621,0.97795,0.990306,1.014282,1.045302,1.059069,1.010148,1.011703,1.006013
6.281667,1.025746,1.045457,1.040544,1.029264,1.028102,1.030675,1.019509,1.031459,1.032536,0.980125,0.975436,0.978894,0.99095,1.01502,1.045939,1.059879,1.010668,1.013107,1.006237
6.291667,1.026603,1.046261,1.041379,1.030165,1.028774,1.031826,1.020572,1.032991,1.034133,0.98084,0.976236,0.979839,0.991625,1.015771,1.046591,1.060703,1.011234,1.014678,1.006445
6.301667,1.027387,1.046999,1.042148,1.030991,1.029382,1.032899,1.021555,1.034443,1.035651,0.981509,0.976973,0.980713,0.99224,1.016473,1.04719,1.061472,1.01174,1.016183,1.006641
6.311667,1.028199,1.047759,1.042939,1.031848,1.030029,1.034062,1.022611,1.036036,1.037321,0.982215,0.977698,0.981586,0.992891,1.017193,1.047808,1.062262,1.01229,1.017845,1.00682
6.321667,1.028936,1.048452,1.043661,1.032626,1.030614,1.035145,1.023586,1.037546,1.038909,0.982875,0.978359,0.982389,0.993478,1.017861,1.04837,1.062993,1.01278,1.019437,1.006988
6.331667,1.029708,1.049175,1.044415,1.033442,1.03123,1.0363,1.024621,1.039161,1.040609,0.983567,0.979022,0.983199,0.994111,1.018557,1.048958,1.063754,1.013309,1.021145,1.007141
6.341667,1.030436,1.049859,1.045127,1.034213,1.031818,1.037435,1.025629,1.040778,1.042318,0.984239,0.979629,0.983956,0.9947,1.019221,1.049515,1.06448,1.013811,1.022872,1.007283
